cr5,cr3,cr2,cr1,cr4,cost
1,3,5,10,14,16150
1,4,5,5,14,16150
1,5,5,0,14,16150
1,3,5,18,13,16150
1,4,5,13,13,16150
1,5,5,8,13,16150
1,6,5,3,13,16150
1,5,5,16,12,16150
1,6,5,11,12,16150
1,7,5,6,12,16150
1,8,5,1,12,16150
1,6,5,19,11,16150
1,7,5,14,11,16150
1,8,5,9,11,16150
1,9,5,4,11,16150
1,8,5,17,10,16150
1,9,5,12,10,16150
1,10,5,7,10,16150
1,11,5,2,10,16150
1,10,5,15,9,16150
1,11,5,10,9,16150
1,12,5,5,9,16150
1,13,5,0,9,16150
1,11,5,18,8,16150
1,12,5,13,8,16150
1,13,5,8,8,16150
1,14,5,3,8,16150
1,13,5,16,7,16150
1,14,5,11,7,16150
1,15,5,6,7,16150
1,16,5,1,7,16150
1,14,5,19,6,16150
1,15,5,14,6,16150
1,16,5,9,6,16150
1,17,5,4,6,16150
1,16,5,17,5,16150
1,17,5,12,5,16150
1,18,5,7,5,16150
1,19,5,2,5,16150
1,18,5,15,4,16150
1,19,5,10,4,16150
1,20,5,5,4,16150
1,19,5,18,3,16150
1,20,5,13,3,16150
1,1,3,17,15,16150
1,2,3,12,15,16150
1,3,3,7,15,16150
1,4,3,2,15,16150
1,3,3,15,14,16150
1,4,3,10,14,16150
1,5,3,5,14,16150
1,6,3,0,14,16150
1,4,3,18,13,16150
1,5,3,13,13,16150
1,6,3,8,13,16150
1,7,3,3,13,16150
1,6,3,16,12,16150
1,7,3,11,12,16150
1,8,3,6,12,16150
1,9,3,1,12,16150
1,7,3,19,11,16150
1,8,3,14,11,16150
1,9,3,9,11,16150
1,10,3,4,11,16150
1,9,3,17,10,16150
1,10,3,12,10,16150
1,11,3,7,10,16150
1,12,3,2,10,16150
1,11,3,15,9,16150
1,12,3,10,9,16150
1,13,3,5,9,16150
1,14,3,0,9,16150
1,12,3,18,8,16150
1,13,3,13,8,16150
1,14,3,8,8,16150
1,15,3,3,8,16150
1,14,3,16,7,16150
1,15,3,11,7,16150
1,16,3,6,7,16150
1,17,3,1,7,16150
1,15,3,19,6,16150
1,16,3,14,6,16150
1,17,3,9,6,16150
1,18,3,4,6,16150
1,17,3,17,5,16150
1,18,3,12,5,16150
1,19,3,7,5,16150
1,20,3,2,5,16150
1,19,3,15,4,16150
1,20,3,10,4,16150
1,20,3,18,3,16150
1,2,1,17,15,16150
1,3,1,12,15,16150
1,4,1,7,15,16150
1,5,1,2,15,16150
1,4,1,15,14,16150
1,5,1,10,14,16150
1,6,1,5,14,16150
1,7,1,0,14,16150
1,5,1,18,13,16150
1,6,1,13,13,16150
1,7,1,8,13,16150
1,8,1,3,13,16150
1,7,1,16,12,16150
1,8,1,11,12,16150
1,9,1,6,12,16150
1,10,1,1,12,16150
1,8,1,19,11,16150
1,9,1,14,11,16150
1,10,1,9,11,16150
1,11,1,4,11,16150
1,10,1,17,10,16150
1,11,1,12,10,16150
1,12,1,7,10,16150
1,13,1,2,10,16150
1,12,1,15,9,16150
1,13,1,10,9,16150
1,14,1,5,9,16150
1,15,1,0,9,16150
1,13,1,18,8,16150
1,14,1,13,8,16150
1,15,1,8,8,16150
1,16,1,3,8,16150
1,15,1,16,7,16150
1,16,1,11,7,16150
1,17,1,6,7,16150
1,18,1,1,7,16150
1,16,1,19,6,16150
1,17,1,14,6,16150
1,18,1,9,6,16150
1,19,1,4,6,16150
1,18,1,17,5,16150
1,19,1,12,5,16150
1,20,1,7,5,16150
1,20,1,15,4,16150
0,0,9,19,15,16150
0,1,9,14,15,16150
0,2,9,9,15,16150
0,3,9,4,15,16150
0,2,9,17,14,16150
0,3,9,12,14,16150
0,4,9,7,14,16150
0,5,9,2,14,16150
0,4,9,15,13,16150
0,5,9,10,13,16150
0,6,9,5,13,16150
0,7,9,0,13,16150
0,5,9,18,12,16150
0,6,9,13,12,16150
0,7,9,8,12,16150
0,8,9,3,12,16150
0,7,9,16,11,16150
0,8,9,11,11,16150
0,9,9,6,11,16150
0,10,9,1,11,16150
0,8,9,19,10,16150
0,9,9,14,10,16150
0,10,9,9,10,16150
0,11,9,4,10,16150
0,10,9,17,9,16150
0,11,9,12,9,16150
0,12,9,7,9,16150
0,13,9,2,9,16150
0,12,9,15,8,16150
0,13,9,10,8,16150
0,14,9,5,8,16150
0,15,9,0,8,16150
0,13,9,18,7,16150
0,14,9,13,7,16150
0,15,9,8,7,16150
0,16,9,3,7,16150
0,15,9,16,6,16150
0,16,9,11,6,16150
0,17,9,6,6,16150
0,18,9,1,6,16150
0,16,9,19,5,16150
0,17,9,14,5,16150
0,18,9,9,5,16150
0,19,9,4,5,16150
0,18,9,17,4,16150
0,19,9,12,4,16150
0,20,9,7,4,16150
0,20,9,15,3,16150
0,1,7,19,15,16150
0,2,7,14,15,16150
0,3,7,9,15,16150
0,4,7,4,15,16150
0,3,7,17,14,16150
0,4,7,12,14,16150
0,5,7,7,14,16150
0,6,7,2,14,16150
0,5,7,15,13,16150
0,6,7,10,13,16150
0,7,7,5,13,16150
0,8,7,0,13,16150
0,6,7,18,12,16150
0,7,7,13,12,16150
0,8,7,8,12,16150
0,9,7,3,12,16150
0,8,7,16,11,16150
0,9,7,11,11,16150
0,10,7,6,11,16150
0,11,7,1,11,16150
0,9,7,19,10,16150
0,10,7,14,10,16150
0,11,7,9,10,16150
0,12,7,4,10,16150
0,11,7,17,9,16150
0,12,7,12,9,16150
0,13,7,7,9,16150
0,14,7,2,9,16150
0,13,7,15,8,16150
0,14,7,10,8,16150
0,15,7,5,8,16150
0,16,7,0,8,16150
0,14,7,18,7,16150
0,15,7,13,7,16150
0,16,7,8,7,16150
0,17,7,3,7,16150
0,16,7,16,6,16150
0,17,7,11,6,16150
0,18,7,6,6,16150
0,19,7,1,6,16150
0,17,7,19,5,16150
0,18,7,14,5,16150
0,19,7,9,5,16150
0,20,7,4,5,16150
0,19,7,17,4,16150
0,20,7,12,4,16150
0,2,5,19,15,16150
0,3,5,14,15,16150
0,4,5,9,15,16150
0,5,5,4,15,16150
0,4,5,17,14,16150
0,5,5,12,14,16150
0,6,5,7,14,16150
0,7,5,2,14,16150
0,6,5,15,13,16150
0,7,5,10,13,16150
0,8,5,5,13,16150
0,9,5,0,13,16150
0,7,5,18,12,16150
0,8,5,13,12,16150
0,9,5,8,12,16150
0,10,5,3,12,16150
0,9,5,16,11,16150
0,10,5,11,11,16150
0,11,5,6,11,16150
0,12,5,1,11,16150
0,10,5,19,10,16150
0,11,5,14,10,16150
0,12,5,9,10,16150
0,13,5,4,10,16150
0,12,5,17,9,16150
0,13,5,12,9,16150
0,14,5,7,9,16150
0,15,5,2,9,16150
0,14,5,15,8,16150
0,15,5,10,8,16150
0,16,5,5,8,16150
0,17,5,0,8,16150
0,15,5,18,7,16150
0,16,5,13,7,16150
0,17,5,8,7,16150
0,18,5,3,7,16150
0,17,5,16,6,16150
0,18,5,11,6,16150
0,19,5,6,6,16150
0,20,5,1,6,16150
0,18,5,19,5,16150
0,19,5,14,5,16150
0,20,5,9,5,16150
0,20,5,17,4,16150
0,3,3,19,15,16150
0,4,3,14,15,16150
0,5,3,9,15,16150
0,6,3,4,15,16150
0,5,3,17,14,16150
0,6,3,12,14,16150
0,7,3,7,14,16150
0,8,3,2,14,16150
0,7,3,15,13,16150
0,8,3,10,13,16150
0,9,3,5,13,16150
0,10,3,0,13,16150
0,8,3,18,12,16150
0,9,3,13,12,16150
0,10,3,8,12,16150
0,11,3,3,12,16150
0,10,3,16,11,16150
0,11,3,11,11,16150
0,12,3,6,11,16150
0,13,3,1,11,16150
0,11,3,19,10,16150
0,12,3,14,10,16150
0,13,3,9,10,16150
0,14,3,4,10,16150
0,13,3,17,9,16150
0,14,3,12,9,16150
0,15,3,7,9,16150
0,16,3,2,9,16150
0,15,3,15,8,16150
0,16,3,10,8,16150
0,17,3,5,8,16150
0,18,3,0,8,16150
0,16,3,18,7,16150
0,17,3,13,7,16150
0,18,3,8,7,16150
0,19,3,3,7,16150
0,18,3,16,6,16150
0,19,3,11,6,16150
0,20,3,6,6,16150
0,19,3,19,5,16150
0,20,3,14,5,16150
0,4,1,19,15,16150
0,5,1,14,15,16150
0,6,1,9,15,16150
0,7,1,4,15,16150
0,6,1,17,14,16150
0,7,1,12,14,16150
0,8,1,7,14,16150
0,9,1,2,14,16150
0,8,1,15,13,16150
0,9,1,10,13,16150
0,10,1,5,13,16150
0,11,1,0,13,16150
0,9,1,18,12,16150
0,10,1,13,12,16150
0,11,1,8,12,16150
0,12,1,3,12,16150
0,11,1,16,11,16150
0,12,1,11,11,16150
0,13,1,6,11,16150
0,14,1,1,11,16150
0,12,1,19,10,16150
0,13,1,14,10,16150
0,14,1,9,10,16150
0,15,1,4,10,16150
0,14,1,17,9,16150
0,15,1,12,9,16150
0,16,1,7,9,16150
0,17,1,2,9,16150
0,16,1,15,8,16150
0,17,1,10,8,16150
0,18,1,5,8,16150
0,19,1,0,8,16150
0,17,1,18,7,16150
0,18,1,13,7,16150
0,19,1,8,7,16150
0,20,1,3,7,16150
0,19,1,16,6,16150
0,20,1,11,6,16150
0,20,1,19,5,16150
1,0,10,5,15,16200
1,1,10,0,15,16200
1,0,10,13,14,16200
1,1,10,8,14,16200
1,2,10,3,14,16200
1,1,10,16,13,16200
1,2,10,11,13,16200
1,3,10,6,13,16200
1,4,10,1,13,16200
1,2,10,19,12,16200
1,3,10,14,12,16200
1,4,10,9,12,16200
1,5,10,4,12,16200
1,4,10,17,11,16200
1,5,10,12,11,16200
1,6,10,7,11,16200
1,7,10,2,11,16200
1,6,10,15,10,16200
1,7,10,10,10,16200
1,8,10,5,10,16200
1,9,10,0,10,16200
1,7,10,18,9,16200
1,8,10,13,9,16200
1,9,10,8,9,16200
1,10,10,3,9,16200
1,9,10,16,8,16200
1,10,10,11,8,16200
1,11,10,6,8,16200
1,12,10,1,8,16200
1,10,10,19,7,16200
1,11,10,14,7,16200
1,12,10,9,7,16200
1,13,10,4,7,16200
1,12,10,17,6,16200
1,13,10,12,6,16200
1,14,10,7,6,16200
1,15,10,2,6,16200
1,14,10,15,5,16200
1,15,10,10,5,16200
1,16,10,5,5,16200
1,17,10,0,5,16200
1,15,10,18,4,16200
1,16,10,13,4,16200
1,17,10,8,4,16200
1,18,10,3,4,16200
1,17,10,16,3,16200
1,18,10,11,3,16200
1,19,10,6,3,16200
1,20,10,1,3,16200
1,18,10,19,2,16200
1,19,10,14,2,16200
1,20,10,9,2,16200
1,20,10,17,1,16200
1,0,8,10,15,16200
1,1,8,5,15,16200
1,2,8,0,15,16200
1,0,8,18,14,16200
1,1,8,13,14,16200
1,2,8,8,14,16200
1,3,8,3,14,16200
1,2,8,16,13,16200
1,3,8,11,13,16200
1,4,8,6,13,16200
1,5,8,1,13,16200
1,3,8,19,12,16200
1,4,8,14,12,16200
1,5,8,9,12,16200
1,6,8,4,12,16200
1,5,8,17,11,16200
1,6,8,12,11,16200
1,7,8,7,11,16200
1,8,8,2,11,16200
1,7,8,15,10,16200
1,8,8,10,10,16200
1,9,8,5,10,16200
1,10,8,0,10,16200
1,8,8,18,9,16200
1,9,8,13,9,16200
1,10,8,8,9,16200
1,11,8,3,9,16200
1,10,8,16,8,16200
1,11,8,11,8,16200
1,12,8,6,8,16200
1,13,8,1,8,16200
1,11,8,19,7,16200
1,12,8,14,7,16200
1,13,8,9,7,16200
1,14,8,4,7,16200
1,13,8,17,6,16200
1,14,8,12,6,16200
1,15,8,7,6,16200
1,16,8,2,6,16200
1,15,8,15,5,16200
1,16,8,10,5,16200
1,17,8,5,5,16200
1,18,8,0,5,16200
1,16,8,18,4,16200
1,17,8,13,4,16200
1,18,8,8,4,16200
1,19,8,3,4,16200
1,18,8,16,3,16200
1,19,8,11,3,16200
1,20,8,6,3,16200
1,19,8,19,2,16200
1,20,8,14,2,16200
1,0,6,15,15,16200
1,1,6,10,15,16200
1,2,6,5,15,16200
1,3,6,0,15,16200
1,1,6,18,14,16200
1,2,6,13,14,16200
1,3,6,8,14,16200
1,4,6,3,14,16200
1,3,6,16,13,16200
1,4,6,11,13,16200
1,5,6,6,13,16200
1,6,6,1,13,16200
1,4,6,19,12,16200
1,5,6,14,12,16200
1,6,6,9,12,16200
1,7,6,4,12,16200
1,6,6,17,11,16200
1,7,6,12,11,16200
1,8,6,7,11,16200
1,9,6,2,11,16200
1,8,6,15,10,16200
1,9,6,10,10,16200
1,10,6,5,10,16200
1,11,6,0,10,16200
1,9,6,18,9,16200
1,10,6,13,9,16200
1,11,6,8,9,16200
1,12,6,3,9,16200
1,11,6,16,8,16200
1,12,6,11,8,16200
1,13,6,6,8,16200
1,14,6,1,8,16200
1,12,6,19,7,16200
1,13,6,14,7,16200
1,14,6,9,7,16200
1,15,6,4,7,16200
1,14,6,17,6,16200
1,15,6,12,6,16200
1,16,6,7,6,16200
1,17,6,2,6,16200
1,16,6,15,5,16200
1,17,6,10,5,16200
1,18,6,5,5,16200
1,19,6,0,5,16200
1,17,6,18,4,16200
1,18,6,13,4,16200
1,19,6,8,4,16200
1,20,6,3,4,16200
1,19,6,16,3,16200
1,20,6,11,3,16200
1,20,6,19,2,16200
1,1,4,15,15,16200
1,2,4,10,15,16200
1,3,4,5,15,16200
1,4,4,0,15,16200
1,2,4,18,14,16200
1,3,4,13,14,16200
1,4,4,8,14,16200
1,5,4,3,14,16200
1,4,4,16,13,16200
1,5,4,11,13,16200
1,6,4,6,13,16200
1,7,4,1,13,16200
1,5,4,19,12,16200
1,6,4,14,12,16200
1,7,4,9,12,16200
1,8,4,4,12,16200
1,7,4,17,11,16200
1,8,4,12,11,16200
1,9,4,7,11,16200
1,10,4,2,11,16200
1,9,4,15,10,16200
1,10,4,10,10,16200
1,11,4,5,10,16200
1,12,4,0,10,16200
1,10,4,18,9,16200
1,11,4,13,9,16200
1,12,4,8,9,16200
1,13,4,3,9,16200
1,12,4,16,8,16200
1,13,4,11,8,16200
1,14,4,6,8,16200
1,15,4,1,8,16200
1,13,4,19,7,16200
1,14,4,14,7,16200
1,15,4,9,7,16200
1,16,4,4,7,16200
1,15,4,17,6,16200
1,16,4,12,6,16200
1,17,4,7,6,16200
1,18,4,2,6,16200
1,17,4,15,5,16200
1,18,4,10,5,16200
1,19,4,5,5,16200
1,20,4,0,5,16200
1,18,4,18,4,16200
1,19,4,13,4,16200
1,20,4,8,4,16200
1,20,4,16,3,16200
1,2,2,15,15,16200
1,3,2,10,15,16200
1,4,2,5,15,16200
1,5,2,0,15,16200
1,3,2,18,14,16200
1,4,2,13,14,16200
1,5,2,8,14,16200
1,6,2,3,14,16200
1,5,2,16,13,16200
1,6,2,11,13,16200
1,7,2,6,13,16200
1,8,2,1,13,16200
1,6,2,19,12,16200
1,7,2,14,12,16200
1,8,2,9,12,16200
1,9,2,4,12,16200
1,8,2,17,11,16200
1,9,2,12,11,16200
1,10,2,7,11,16200
1,11,2,2,11,16200
1,10,2,15,10,16200
1,11,2,10,10,16200
1,12,2,5,10,16200
1,13,2,0,10,16200
1,11,2,18,9,16200
1,12,2,13,9,16200
1,13,2,8,9,16200
1,14,2,3,9,16200
1,13,2,16,8,16200
1,14,2,11,8,16200
1,15,2,6,8,16200
1,16,2,1,8,16200
1,14,2,19,7,16200
1,15,2,14,7,16200
1,16,2,9,7,16200
1,17,2,4,7,16200
1,16,2,17,6,16200
1,17,2,12,6,16200
1,18,2,7,6,16200
1,19,2,2,6,16200
1,18,2,15,5,16200
1,19,2,10,5,16200
1,20,2,5,5,16200
1,19,2,18,4,16200
1,20,2,13,4,16200
1,3,0,15,15,16200
1,4,0,10,15,16200
1,5,0,5,15,16200
1,6,0,0,15,16200
1,4,0,18,14,16200
1,5,0,13,14,16200
1,6,0,8,14,16200
1,7,0,3,14,16200
1,6,0,16,13,16200
1,7,0,11,13,16200
1,8,0,6,13,16200
1,9,0,1,13,16200
1,7,0,19,12,16200
1,8,0,14,12,16200
1,9,0,9,12,16200
1,10,0,4,12,16200
1,9,0,17,11,16200
1,10,0,12,11,16200
1,11,0,7,11,16200
1,12,0,2,11,16200
1,11,0,15,10,16200
1,12,0,10,10,16200
1,13,0,5,10,16200
1,14,0,0,10,16200
1,12,0,18,9,16200
1,13,0,13,9,16200
1,14,0,8,9,16200
1,15,0,3,9,16200
1,14,0,16,8,16200
1,15,0,11,8,16200
1,16,0,6,8,16200
1,17,0,1,8,16200
1,15,0,19,7,16200
1,16,0,14,7,16200
1,17,0,9,7,16200
1,18,0,4,7,16200
1,17,0,17,6,16200
1,18,0,12,6,16200
1,19,0,7,6,16200
1,20,0,2,6,16200
1,19,0,15,5,16200
1,20,0,10,5,16200
1,20,0,18,4,16200
0,0,10,17,15,16200
0,1,10,12,15,16200
0,2,10,7,15,16200
0,3,10,2,15,16200
0,2,10,15,14,16200
0,3,10,10,14,16200
0,4,10,5,14,16200
0,5,10,0,14,16200
0,3,10,18,13,16200
0,4,10,13,13,16200
0,5,10,8,13,16200
0,6,10,3,13,16200
0,5,10,16,12,16200
0,6,10,11,12,16200
0,7,10,6,12,16200
0,8,10,1,12,16200
0,6,10,19,11,16200
0,7,10,14,11,16200
0,8,10,9,11,16200
0,9,10,4,11,16200
0,8,10,17,10,16200
0,9,10,12,10,16200
0,10,10,7,10,16200
0,11,10,2,10,16200
0,10,10,15,9,16200
0,11,10,10,9,16200
0,12,10,5,9,16200
0,13,10,0,9,16200
0,11,10,18,8,16200
0,12,10,13,8,16200
0,13,10,8,8,16200
0,14,10,3,8,16200
0,13,10,16,7,16200
0,14,10,11,7,16200
0,15,10,6,7,16200
0,16,10,1,7,16200
0,14,10,19,6,16200
0,15,10,14,6,16200
0,16,10,9,6,16200
0,17,10,4,6,16200
0,16,10,17,5,16200
0,17,10,12,5,16200
0,18,10,7,5,16200
0,19,10,2,5,16200
0,18,10,15,4,16200
0,19,10,10,4,16200
0,20,10,5,4,16200
0,19,10,18,3,16200
0,20,10,13,3,16200
0,1,8,17,15,16200
0,2,8,12,15,16200
0,3,8,7,15,16200
0,4,8,2,15,16200
0,3,8,15,14,16200
0,4,8,10,14,16200
0,5,8,5,14,16200
0,6,8,0,14,16200
0,4,8,18,13,16200
0,5,8,13,13,16200
0,6,8,8,13,16200
0,7,8,3,13,16200
0,6,8,16,12,16200
0,7,8,11,12,16200
0,8,8,6,12,16200
0,9,8,1,12,16200
0,7,8,19,11,16200
0,8,8,14,11,16200
0,9,8,9,11,16200
0,10,8,4,11,16200
0,9,8,17,10,16200
0,10,8,12,10,16200
0,11,8,7,10,16200
0,12,8,2,10,16200
0,11,8,15,9,16200
0,12,8,10,9,16200
0,13,8,5,9,16200
0,14,8,0,9,16200
0,12,8,18,8,16200
0,13,8,13,8,16200
0,14,8,8,8,16200
0,15,8,3,8,16200
0,14,8,16,7,16200
0,15,8,11,7,16200
0,16,8,6,7,16200
0,17,8,1,7,16200
0,15,8,19,6,16200
0,16,8,14,6,16200
0,17,8,9,6,16200
0,18,8,4,6,16200
0,17,8,17,5,16200
0,18,8,12,5,16200
0,19,8,7,5,16200
0,20,8,2,5,16200
0,19,8,15,4,16200
0,20,8,10,4,16200
0,20,8,18,3,16200
0,2,6,17,15,16200
0,3,6,12,15,16200
0,4,6,7,15,16200
0,5,6,2,15,16200
0,4,6,15,14,16200
0,5,6,10,14,16200
0,6,6,5,14,16200
0,7,6,0,14,16200
0,5,6,18,13,16200
0,6,6,13,13,16200
0,7,6,8,13,16200
0,8,6,3,13,16200
0,7,6,16,12,16200
0,8,6,11,12,16200
0,9,6,6,12,16200
0,10,6,1,12,16200
0,8,6,19,11,16200
0,9,6,14,11,16200
0,10,6,9,11,16200
0,11,6,4,11,16200
0,10,6,17,10,16200
0,11,6,12,10,16200
0,12,6,7,10,16200
0,13,6,2,10,16200
0,12,6,15,9,16200
0,13,6,10,9,16200
0,14,6,5,9,16200
0,15,6,0,9,16200
0,13,6,18,8,16200
0,14,6,13,8,16200
0,15,6,8,8,16200
0,16,6,3,8,16200
0,15,6,16,7,16200
0,16,6,11,7,16200
0,17,6,6,7,16200
0,18,6,1,7,16200
0,16,6,19,6,16200
0,17,6,14,6,16200
0,18,6,9,6,16200
0,19,6,4,6,16200
0,18,6,17,5,16200
0,19,6,12,5,16200
0,20,6,7,5,16200
0,20,6,15,4,16200
0,3,4,17,15,16200
0,4,4,12,15,16200
0,5,4,7,15,16200
0,6,4,2,15,16200
0,5,4,15,14,16200
0,6,4,10,14,16200
0,7,4,5,14,16200
0,8,4,0,14,16200
0,6,4,18,13,16200
0,7,4,13,13,16200
0,8,4,8,13,16200
0,9,4,3,13,16200
0,8,4,16,12,16200
0,9,4,11,12,16200
0,10,4,6,12,16200
0,11,4,1,12,16200
0,9,4,19,11,16200
0,10,4,14,11,16200
0,11,4,9,11,16200
0,12,4,4,11,16200
0,11,4,17,10,16200
0,12,4,12,10,16200
0,13,4,7,10,16200
0,14,4,2,10,16200
0,13,4,15,9,16200
0,14,4,10,9,16200
0,15,4,5,9,16200
0,16,4,0,9,16200
0,14,4,18,8,16200
0,15,4,13,8,16200
0,16,4,8,8,16200
0,17,4,3,8,16200
0,16,4,16,7,16200
0,17,4,11,7,16200
0,18,4,6,7,16200
0,19,4,1,7,16200
0,17,4,19,6,16200
0,18,4,14,6,16200
0,19,4,9,6,16200
0,20,4,4,6,16200
0,19,4,17,5,16200
0,20,4,12,5,16200
0,4,2,17,15,16200
0,5,2,12,15,16200
0,6,2,7,15,16200
0,7,2,2,15,16200
0,6,2,15,14,16200
0,7,2,10,14,16200
0,8,2,5,14,16200
0,9,2,0,14,16200
0,7,2,18,13,16200
0,8,2,13,13,16200
0,9,2,8,13,16200
0,10,2,3,13,16200
0,9,2,16,12,16200
0,10,2,11,12,16200
0,11,2,6,12,16200
0,12,2,1,12,16200
0,10,2,19,11,16200
0,11,2,14,11,16200
0,12,2,9,11,16200
0,13,2,4,11,16200
0,12,2,17,10,16200
0,13,2,12,10,16200
0,14,2,7,10,16200
0,15,2,2,10,16200
0,14,2,15,9,16200
0,15,2,10,9,16200
0,16,2,5,9,16200
0,17,2,0,9,16200
0,15,2,18,8,16200
0,16,2,13,8,16200
0,17,2,8,8,16200
0,18,2,3,8,16200
0,17,2,16,7,16200
0,18,2,11,7,16200
0,19,2,6,7,16200
0,20,2,1,7,16200
0,18,2,19,6,16200
0,19,2,14,6,16200
0,20,2,9,6,16200
0,20,2,17,5,16200
0,5,0,17,15,16200
0,6,0,12,15,16200
0,7,0,7,15,16200
0,8,0,2,15,16200
0,7,0,15,14,16200
0,8,0,10,14,16200
0,9,0,5,14,16200
0,10,0,0,14,16200
0,8,0,18,13,16200
0,9,0,13,13,16200
0,10,0,8,13,16200
0,11,0,3,13,16200
0,10,0,16,12,16200
0,11,0,11,12,16200
0,12,0,6,12,16200
0,13,0,1,12,16200
0,11,0,19,11,16200
0,12,0,14,11,16200
0,13,0,9,11,16200
0,14,0,4,11,16200
0,13,0,17,10,16200
0,14,0,12,10,16200
0,15,0,7,10,16200
0,16,0,2,10,16200
0,15,0,15,9,16200
0,16,0,10,9,16200
0,17,0,5,9,16200
0,18,0,0,9,16200
0,16,0,18,8,16200
0,17,0,13,8,16200
0,18,0,8,8,16200
0,19,0,3,8,16200
0,18,0,16,7,16200
0,19,0,11,7,16200
0,20,0,6,7,16200
0,19,0,19,6,16200
0,20,0,14,6,16200
1,0,9,8,15,16250
1,1,9,3,15,16250
1,0,9,16,14,16250
1,1,9,11,14,16250
1,2,9,6,14,16250
1,3,9,1,14,16250
1,1,9,19,13,16250
1,2,9,14,13,16250
1,3,9,9,13,16250
1,4,9,4,13,16250
1,3,9,17,12,16250
1,4,9,12,12,16250
1,5,9,7,12,16250
1,6,9,2,12,16250
1,5,9,15,11,16250
1,6,9,10,11,16250
1,7,9,5,11,16250
1,8,9,0,11,16250
1,6,9,18,10,16250
1,7,9,13,10,16250
1,8,9,8,10,16250
1,9,9,3,10,16250
1,8,9,16,9,16250
1,9,9,11,9,16250
1,10,9,6,9,16250
1,11,9,1,9,16250
1,9,9,19,8,16250
1,10,9,14,8,16250
1,11,9,9,8,16250
1,12,9,4,8,16250
1,11,9,17,7,16250
1,12,9,12,7,16250
1,13,9,7,7,16250
1,14,9,2,7,16250
1,13,9,15,6,16250
1,14,9,10,6,16250
1,15,9,5,6,16250
1,16,9,0,6,16250
1,14,9,18,5,16250
1,15,9,13,5,16250
1,16,9,8,5,16250
1,17,9,3,5,16250
1,16,9,16,4,16250
1,17,9,11,4,16250
1,18,9,6,4,16250
1,19,9,1,4,16250
1,17,9,19,3,16250
1,18,9,14,3,16250
1,19,9,9,3,16250
1,20,9,4,3,16250
1,19,9,17,2,16250
1,20,9,12,2,16250
1,0,7,13,15,16250
1,1,7,8,15,16250
1,2,7,3,15,16250
1,1,7,16,14,16250
1,2,7,11,14,16250
1,3,7,6,14,16250
1,4,7,1,14,16250
1,2,7,19,13,16250
1,3,7,14,13,16250
1,4,7,9,13,16250
1,5,7,4,13,16250
1,4,7,17,12,16250
1,5,7,12,12,16250
1,6,7,7,12,16250
1,7,7,2,12,16250
1,6,7,15,11,16250
1,7,7,10,11,16250
1,8,7,5,11,16250
1,9,7,0,11,16250
1,7,7,18,10,16250
1,8,7,13,10,16250
1,9,7,8,10,16250
1,10,7,3,10,16250
1,9,7,16,9,16250
1,10,7,11,9,16250
1,11,7,6,9,16250
1,12,7,1,9,16250
1,10,7,19,8,16250
1,11,7,14,8,16250
1,12,7,9,8,16250
1,13,7,4,8,16250
1,12,7,17,7,16250
1,13,7,12,7,16250
1,14,7,7,7,16250
1,15,7,2,7,16250
1,14,7,15,6,16250
1,15,7,10,6,16250
1,16,7,5,6,16250
1,17,7,0,6,16250
1,15,7,18,5,16250
1,16,7,13,5,16250
1,17,7,8,5,16250
1,18,7,3,5,16250
1,17,7,16,4,16250
1,18,7,11,4,16250
1,19,7,6,4,16250
1,20,7,1,4,16250
1,18,7,19,3,16250
1,19,7,14,3,16250
1,20,7,9,3,16250
1,20,7,17,2,16250
1,0,5,18,15,16250
1,1,5,13,15,16250
1,2,5,8,15,16250
1,3,5,3,15,16250
1,2,5,16,14,16250
1,3,5,11,14,16250
1,4,5,6,14,16250
1,5,5,1,14,16250
1,3,5,19,13,16250
1,4,5,14,13,16250
1,5,5,9,13,16250
1,6,5,4,13,16250
1,5,5,17,12,16250
1,6,5,12,12,16250
1,7,5,7,12,16250
1,8,5,2,12,16250
1,7,5,15,11,16250
1,8,5,10,11,16250
1,9,5,5,11,16250
1,10,5,0,11,16250
1,8,5,18,10,16250
1,9,5,13,10,16250
1,10,5,8,10,16250
1,11,5,3,10,16250
1,10,5,16,9,16250
1,11,5,11,9,16250
1,12,5,6,9,16250
1,13,5,1,9,16250
1,11,5,19,8,16250
1,12,5,14,8,16250
1,13,5,9,8,16250
1,14,5,4,8,16250
1,13,5,17,7,16250
1,14,5,12,7,16250
1,15,5,7,7,16250
1,16,5,2,7,16250
1,15,5,15,6,16250
1,16,5,10,6,16250
1,17,5,5,6,16250
1,18,5,0,6,16250
1,16,5,18,5,16250
1,17,5,13,5,16250
1,18,5,8,5,16250
1,19,5,3,5,16250
1,18,5,16,4,16250
1,19,5,11,4,16250
1,20,5,6,4,16250
1,19,5,19,3,16250
1,20,5,14,3,16250
1,1,3,18,15,16250
1,2,3,13,15,16250
1,3,3,8,15,16250
1,4,3,3,15,16250
1,3,3,16,14,16250
1,4,3,11,14,16250
1,5,3,6,14,16250
1,6,3,1,14,16250
1,4,3,19,13,16250
1,5,3,14,13,16250
1,6,3,9,13,16250
1,7,3,4,13,16250
1,6,3,17,12,16250
1,7,3,12,12,16250
1,8,3,7,12,16250
1,9,3,2,12,16250
1,8,3,15,11,16250
1,9,3,10,11,16250
1,10,3,5,11,16250
