cr5,cr3,cr2,cr1,cr4,cost
2,6,6,12,5,12100
2,6,4,17,5,12100
2,6,2,22,5,12100
2,6,14,0,4,12100
2,6,12,5,4,12100
2,6,10,10,4,12100
2,6,8,15,4,12100
2,6,6,20,4,12100
2,6,14,8,3,12100
2,6,12,13,3,12100
2,6,10,18,3,12100
2,6,14,16,2,12100
2,6,12,21,2,12100
2,5,0,0,9,12100
2,5,2,3,8,12100
2,5,0,8,8,12100
2,5,6,1,7,12100
2,5,4,6,7,12100
2,5,2,11,7,12100
2,5,0,16,7,12100
2,5,8,4,6,12100
2,5,6,9,6,12100
2,5,4,14,6,12100
2,5,2,19,6,12100
2,5,12,2,5,12100
2,5,10,7,5,12100
2,5,8,12,5,12100
2,5,6,17,5,12100
2,5,4,22,5,12100
2,5,14,5,4,12100
2,5,12,10,4,12100
2,5,10,15,4,12100
2,5,8,20,4,12100
2,5,14,13,3,12100
2,5,12,18,3,12100
2,5,14,21,2,12100
2,4,2,0,9,12100
2,4,0,5,9,12100
2,4,4,3,8,12100
2,4,2,8,8,12100
2,4,0,13,8,12100
2,4,8,1,7,12100
2,4,6,6,7,12100
2,4,4,11,7,12100
2,4,2,16,7,12100
2,4,0,21,7,12100
2,4,10,4,6,12100
2,4,8,9,6,12100
2,4,6,14,6,12100
2,4,4,19,6,12100
2,4,14,2,5,12100
2,4,12,7,5,12100
2,4,10,12,5,12100
2,4,8,17,5,12100
2,4,6,22,5,12100
2,4,14,10,4,12100
2,4,12,15,4,12100
2,4,10,20,4,12100
2,4,14,18,3,12100
2,3,0,2,10,12100
2,3,4,0,9,12100
2,3,2,5,9,12100
2,3,0,10,9,12100
2,3,6,3,8,12100
2,3,4,8,8,12100
2,3,2,13,8,12100
2,3,0,18,8,12100
2,3,10,1,7,12100
2,3,8,6,7,12100
2,3,6,11,7,12100
2,3,4,16,7,12100
2,3,2,21,7,12100
2,3,12,4,6,12100
2,3,10,9,6,12100
2,3,8,14,6,12100
2,3,6,19,6,12100
2,3,14,7,5,12100
2,3,12,12,5,12100
2,3,10,17,5,12100
2,3,8,22,5,12100
2,3,14,15,4,12100
2,3,12,20,4,12100
2,2,2,2,10,12100
2,2,0,7,10,12100
2,2,6,0,9,12100
2,2,4,5,9,12100
2,2,2,10,9,12100
2,2,0,15,9,12100
2,2,8,3,8,12100
2,2,6,8,8,12100
2,2,4,13,8,12100
2,2,2,18,8,12100
2,2,12,1,7,12100
2,2,10,6,7,12100
2,2,8,11,7,12100
2,2,6,16,7,12100
2,2,4,21,7,12100
2,2,14,4,6,12100
2,2,12,9,6,12100
2,2,10,14,6,12100
2,2,8,19,6,12100
2,2,14,12,5,12100
2,2,12,17,5,12100
2,2,10,22,5,12100
2,2,14,20,4,12100
2,1,0,4,11,12100
2,1,4,2,10,12100
2,1,2,7,10,12100
2,1,0,12,10,12100
2,1,8,0,9,12100
2,1,6,5,9,12100
2,1,4,10,9,12100
2,1,2,15,9,12100
2,1,0,20,9,12100
2,1,10,3,8,12100
2,1,8,8,8,12100
2,1,6,13,8,12100
2,1,4,18,8,12100
2,1,14,1,7,12100
2,1,12,6,7,12100
2,1,10,11,7,12100
2,1,8,16,7,12100
2,1,6,21,7,12100
2,1,14,9,6,12100
2,1,12,14,6,12100
2,1,10,19,6,12100
2,1,14,17,5,12100
2,1,12,22,5,12100
2,0,0,1,12,12100
2,0,2,4,11,12100
2,0,0,9,11,12100
2,0,6,2,10,12100
2,0,4,7,10,12100
2,0,2,12,10,12100
2,0,0,17,10,12100
2,0,10,0,9,12100
2,0,8,5,9,12100
2,0,6,10,9,12100
2,0,4,15,9,12100
2,0,2,20,9,12100
2,0,12,3,8,12100
2,0,10,8,8,12100
2,0,8,13,8,12100
2,0,6,18,8,12100
2,0,14,6,7,12100
2,0,12,11,7,12100
2,0,10,16,7,12100
2,0,8,21,7,12100
2,0,14,14,6,12100
2,0,12,19,6,12100
2,0,14,22,5,12100
1,11,2,1,6,12100
1,11,0,6,6,12100
1,11,4,4,5,12100
1,11,2,9,5,12100
1,11,0,14,5,12100
1,11,8,2,4,12100
1,11,6,7,4,12100
1,11,4,12,4,12100
1,11,2,17,4,12100
1,11,0,22,4,12100
1,11,12,0,3,12100
1,11,10,5,3,12100
1,11,8,10,3,12100
1,11,6,15,3,12100
1,11,4,20,3,12100
1,11,14,3,2,12100
1,11,12,8,2,12100
1,11,10,13,2,12100
1,11,8,18,2,12100
1,11,14,11,1,12100
1,11,12,16,1,12100
1,11,10,21,1,12100
1,11,14,19,0,12100
1,10,0,3,7,12100
1,10,4,1,6,12100
1,10,2,6,6,12100
1,10,0,11,6,12100
1,10,6,4,5,12100
1,10,4,9,5,12100
1,10,2,14,5,12100
1,10,0,19,5,12100
1,10,10,2,4,12100
1,10,8,7,4,12100
1,10,6,12,4,12100
1,10,4,17,4,12100
1,10,2,22,4,12100
1,10,14,0,3,12100
1,10,12,5,3,12100
1,10,10,10,3,12100
1,10,8,15,3,12100
1,10,6,20,3,12100
1,10,14,8,2,12100
1,10,12,13,2,12100
1,10,10,18,2,12100
1,10,14,16,1,12100
1,10,12,21,1,12100
1,9,0,0,8,12100
1,9,2,3,7,12100
1,9,0,8,7,12100
1,9,6,1,6,12100
1,9,4,6,6,12100
1,9,2,11,6,12100
1,9,0,16,6,12100
1,9,8,4,5,12100
1,9,6,9,5,12100
1,9,4,14,5,12100
1,9,2,19,5,12100
1,9,12,2,4,12100
1,9,10,7,4,12100
1,9,8,12,4,12100
1,9,6,17,4,12100
1,9,4,22,4,12100
1,9,14,5,3,12100
1,9,12,10,3,12100
1,9,10,15,3,12100
1,9,8,20,3,12100
1,9,14,13,2,12100
1,9,12,18,2,12100
1,9,14,21,1,12100
1,8,2,0,8,12100
1,8,0,5,8,12100
1,8,4,3,7,12100
1,8,2,8,7,12100
1,8,0,13,7,12100
1,8,8,1,6,12100
1,8,6,6,6,12100
1,8,4,11,6,12100
1,8,2,16,6,12100
1,8,0,21,6,12100
1,8,10,4,5,12100
1,8,8,9,5,12100
1,8,6,14,5,12100
1,8,4,19,5,12100
1,8,14,2,4,12100
1,8,12,7,4,12100
1,8,10,12,4,12100
1,8,8,17,4,12100
1,8,6,22,4,12100
1,8,14,10,3,12100
1,8,12,15,3,12100
1,8,10,20,3,12100
1,8,14,18,2,12100
1,7,0,2,9,12100
1,7,4,0,8,12100
1,7,2,5,8,12100
1,7,0,10,8,12100
1,7,6,3,7,12100
1,7,4,8,7,12100
1,7,2,13,7,12100
1,7,0,18,7,12100
1,7,10,1,6,12100
1,7,8,6,6,12100
1,7,6,11,6,12100
1,7,4,16,6,12100
1,7,2,21,6,12100
1,7,12,4,5,12100
1,7,10,9,5,12100
1,7,8,14,5,12100
1,7,6,19,5,12100
1,7,14,7,4,12100
1,7,12,12,4,12100
1,7,10,17,4,12100
1,7,8,22,4,12100
1,7,14,15,3,12100
1,7,12,20,3,12100
1,6,2,2,9,12100
1,6,0,7,9,12100
1,6,6,0,8,12100
1,6,4,5,8,12100
1,6,2,10,8,12100
1,6,0,15,8,12100
1,6,8,3,7,12100
1,6,6,8,7,12100
1,6,4,13,7,12100
1,6,2,18,7,12100
1,6,12,1,6,12100
1,6,10,6,6,12100
1,6,8,11,6,12100
1,6,6,16,6,12100
1,6,4,21,6,12100
1,6,14,4,5,12100
1,6,12,9,5,12100
1,6,10,14,5,12100
1,6,8,19,5,12100
1,6,14,12,4,12100
1,6,12,17,4,12100
1,6,10,22,4,12100
1,6,14,20,3,12100
1,5,0,4,10,12100
1,5,4,2,9,12100
1,5,2,7,9,12100
1,5,0,12,9,12100
1,5,8,0,8,12100
1,5,6,5,8,12100
1,5,4,10,8,12100
1,5,2,15,8,12100
1,5,0,20,8,12100
1,5,10,3,7,12100
1,5,8,8,7,12100
1,5,6,13,7,12100
1,5,4,18,7,12100
1,5,14,1,6,12100
1,5,12,6,6,12100
1,5,10,11,6,12100
1,5,8,16,6,12100
1,5,6,21,6,12100
1,5,14,9,5,12100
1,5,12,14,5,12100
1,5,10,19,5,12100
1,5,14,17,4,12100
1,5,12,22,4,12100
1,4,0,1,11,12100
1,4,2,4,10,12100
1,4,0,9,10,12100
1,4,6,2,9,12100
1,4,4,7,9,12100
1,4,2,12,9,12100
1,4,0,17,9,12100
1,4,10,0,8,12100
1,4,8,5,8,12100
1,4,6,10,8,12100
1,4,4,15,8,12100
1,4,2,20,8,12100
1,4,12,3,7,12100
1,4,10,8,7,12100
1,4,8,13,7,12100
1,4,6,18,7,12100
1,4,14,6,6,12100
1,4,12,11,6,12100
1,4,10,16,6,12100
1,4,8,21,6,12100
1,4,14,14,5,12100
1,4,12,19,5,12100
1,4,14,22,4,12100
1,3,2,1,11,12100
1,3,0,6,11,12100
1,3,4,4,10,12100
1,3,2,9,10,12100
1,3,0,14,10,12100
1,3,8,2,9,12100
1,3,6,7,9,12100
1,3,4,12,9,12100
1,3,2,17,9,12100
1,3,0,22,9,12100
1,3,12,0,8,12100
1,3,10,5,8,12100
1,3,8,10,8,12100
1,3,6,15,8,12100
1,3,4,20,8,12100
1,3,14,3,7,12100
1,3,12,8,7,12100
1,3,10,13,7,12100
1,3,8,18,7,12100
1,3,14,11,6,12100
1,3,12,16,6,12100
1,3,10,21,6,12100
1,3,14,19,5,12100
1,2,0,3,12,12100
1,2,4,1,11,12100
1,2,2,6,11,12100
1,2,0,11,11,12100
1,2,6,4,10,12100
1,2,4,9,10,12100
1,2,2,14,10,12100
1,2,0,19,10,12100
1,2,10,2,9,12100
1,2,8,7,9,12100
1,2,6,12,9,12100
1,2,4,17,9,12100
1,2,2,22,9,12100
1,2,14,0,8,12100
1,2,12,5,8,12100
1,2,10,10,8,12100
1,2,8,15,8,12100
1,2,6,20,8,12100
1,2,14,8,7,12100
1,2,12,13,7,12100
1,2,10,18,7,12100
1,2,14,16,6,12100
1,2,12,21,6,12100
1,1,2,3,12,12100
1,1,0,8,12,12100
1,1,6,1,11,12100
1,1,4,6,11,12100
1,1,2,11,11,12100
1,1,0,16,11,12100
1,1,8,4,10,12100
1,1,6,9,10,12100
1,1,4,14,10,12100
1,1,2,19,10,12100
1,1,12,2,9,12100
1,1,10,7,9,12100
1,1,8,12,9,12100
1,1,6,17,9,12100
1,1,4,22,9,12100
1,1,14,5,8,12100
1,1,12,10,8,12100
1,1,10,15,8,12100
1,1,8,20,8,12100
1,1,14,13,7,12100
1,1,12,18,7,12100
1,1,14,21,6,12100
1,0,4,3,12,12100
1,0,2,8,12,12100
1,0,0,13,12,12100
1,0,8,1,11,12100
1,0,6,6,11,12100
1,0,4,11,11,12100
1,0,2,16,11,12100
1,0,0,21,11,12100
1,0,10,4,10,12100
1,0,8,9,10,12100
1,0,6,14,10,12100
1,0,4,19,10,12100
1,0,14,2,9,12100
1,0,12,7,9,12100
1,0,10,12,9,12100
1,0,8,17,9,12100
1,0,6,22,9,12100
1,0,14,10,8,12100
1,0,12,15,8,12100
1,0,10,20,8,12100
1,0,14,18,7,12100
0,11,0,2,8,12100
0,11,4,0,7,12100
0,11,2,5,7,12100
0,11,0,10,7,12100
0,11,6,3,6,12100
0,11,4,8,6,12100
0,11,2,13,6,12100
0,11,0,18,6,12100
0,11,10,1,5,12100
0,11,8,6,5,12100
0,11,6,11,5,12100
0,11,4,16,5,12100
0,11,2,21,5,12100
0,11,12,4,4,12100
0,11,10,9,4,12100
0,11,8,14,4,12100
0,11,6,19,4,12100
0,11,14,7,3,12100
0,11,12,12,3,12100
0,11,10,17,3,12100
0,11,8,22,3,12100
0,11,14,15,2,12100
0,11,12,20,2,12100
0,10,2,2,8,12100
0,10,0,7,8,12100
0,10,6,0,7,12100
0,10,4,5,7,12100
0,10,2,10,7,12100
0,10,0,15,7,12100
0,10,8,3,6,12100
0,10,6,8,6,12100
0,10,4,13,6,12100
0,10,2,18,6,12100
0,10,12,1,5,12100
0,10,10,6,5,12100
0,10,8,11,5,12100
0,10,6,16,5,12100
0,10,4,21,5,12100
0,10,14,4,4,12100
0,10,12,9,4,12100
0,10,10,14,4,12100
0,10,8,19,4,12100
0,10,14,12,3,12100
0,10,12,17,3,12100
0,10,10,22,3,12100
0,10,14,20,2,12100
0,9,0,4,9,12100
0,9,4,2,8,12100
0,9,2,7,8,12100
0,9,0,12,8,12100
0,9,8,0,7,12100
0,9,6,5,7,12100
0,9,4,10,7,12100
0,9,2,15,7,12100
0,9,0,20,7,12100
0,9,10,3,6,12100
0,9,8,8,6,12100
0,9,6,13,6,12100
0,9,4,18,6,12100
0,9,14,1,5,12100
0,9,12,6,5,12100
0,9,10,11,5,12100
0,9,8,16,5,12100
0,9,6,21,5,12100
0,9,14,9,4,12100
0,9,12,14,4,12100
0,9,10,19,4,12100
0,9,14,17,3,12100
0,9,12,22,3,12100
0,8,0,1,10,12100
0,8,2,4,9,12100
0,8,0,9,9,12100
0,8,6,2,8,12100
0,8,4,7,8,12100
0,8,2,12,8,12100
0,8,0,17,8,12100
0,8,10,0,7,12100
0,8,8,5,7,12100
0,8,6,10,7,12100
0,8,4,15,7,12100
0,8,2,20,7,12100
0,8,12,3,6,12100
0,8,10,8,6,12100
0,8,8,13,6,12100
0,8,6,18,6,12100
0,8,14,6,5,12100
0,8,12,11,5,12100
0,8,10,16,5,12100
0,8,8,21,5,12100
0,8,14,14,4,12100
0,8,12,19,4,12100
0,8,14,22,3,12100
0,7,2,1,10,12100
0,7,0,6,10,12100
0,7,4,4,9,12100
0,7,2,9,9,12100
0,7,0,14,9,12100
0,7,8,2,8,12100
0,7,6,7,8,12100
0,7,4,12,8,12100
0,7,2,17,8,12100
0,7,0,22,8,12100
0,7,12,0,7,12100
0,7,10,5,7,12100
0,7,8,10,7,12100
0,7,6,15,7,12100
0,7,4,20,7,12100
0,7,14,3,6,12100
0,7,12,8,6,12100
0,7,10,13,6,12100
0,7,8,18,6,12100
0,7,14,11,5,12100
0,7,12,16,5,12100
0,7,10,21,5,12100
0,7,14,19,4,12100
0,6,0,3,11,12100
0,6,4,1,10,12100
0,6,2,6,10,12100
0,6,0,11,10,12100
0,6,6,4,9,12100
0,6,4,9,9,12100
0,6,2,14,9,12100
0,6,0,19,9,12100
0,6,10,2,8,12100
0,6,8,7,8,12100
0,6,6,12,8,12100
0,6,4,17,8,12100
0,6,2,22,8,12100
0,6,14,0,7,12100
0,6,12,5,7,12100
0,6,10,10,7,12100
0,6,8,15,7,12100
0,6,6,20,7,12100
0,6,14,8,6,12100
0,6,12,13,6,12100
0,6,10,18,6,12100
0,6,14,16,5,12100
0,6,12,21,5,12100
0,5,0,0,12,12100
0,5,2,3,11,12100
0,5,0,8,11,12100
0,5,6,1,10,12100
0,5,4,6,10,12100
0,5,2,11,10,12100
0,5,0,16,10,12100
0,5,8,4,9,12100
0,5,6,9,9,12100
0,5,4,14,9,12100
0,5,2,19,9,12100
0,5,12,2,8,12100
0,5,10,7,8,12100
0,5,8,12,8,12100
0,5,6,17,8,12100
0,5,4,22,8,12100
0,5,14,5,7,12100
0,5,12,10,7,12100
0,5,10,15,7,12100
0,5,8,20,7,12100
0,5,14,13,6,12100
0,5,12,18,6,12100
0,5,14,21,5,12100
0,4,2,0,12,12100
0,4,0,5,12,12100
0,4,4,3,11,12100
0,4,2,8,11,12100
0,4,0,13,11,12100
0,4,8,1,10,12100
0,4,6,6,10,12100
0,4,4,11,10,12100
0,4,2,16,10,12100
0,4,0,21,10,12100
0,4,10,4,9,12100
0,4,8,9,9,12100
0,4,6,14,9,12100
0,4,4,19,9,12100
0,4,14,2,8,12100
0,4,12,7,8,12100
0,4,10,12,8,12100
0,4,8,17,8,12100
0,4,6,22,8,12100
0,4,14,10,7,12100
0,4,12,15,7,12100
0,4,10,20,7,12100
0,4,14,18,6,12100
0,3,4,0,12,12100
0,3,2,5,12,12100
0,3,0,10,12,12100
0,3,6,3,11,12100
0,3,4,8,11,12100
0,3,2,13,11,12100
0,3,0,18,11,12100
0,3,10,1,10,12100
0,3,8,6,10,12100
0,3,6,11,10,12100
0,3,4,16,10,12100
0,3,2,21,10,12100
0,3,12,4,9,12100
0,3,10,9,9,12100
0,3,8,14,9,12100
0,3,6,19,9,12100
0,3,14,7,8,12100
0,3,12,12,8,12100
0,3,10,17,8,12100
0,3,8,22,8,12100
0,3,14,15,7,12100
0,3,12,20,7,12100
0,2,6,0,12,12100
0,2,4,5,12,12100
0,2,2,10,12,12100
0,2,0,15,12,12100
0,2,8,3,11,12100
0,2,6,8,11,12100
0,2,4,13,11,12100
0,2,2,18,11,12100
0,2,12,1,10,12100
0,2,10,6,10,12100
0,2,8,11,10,12100
0,2,6,16,10,12100
0,2,4,21,10,12100
0,2,14,4,9,12100
0,2,12,9,9,12100
0,2,10,14,9,12100
0,2,8,19,9,12100
0,2,14,12,8,12100
0,2,12,17,8,12100
0,2,10,22,8,12100
0,2,14,20,7,12100
0,1,8,0,12,12100
0,1,6,5,12,12100
0,1,4,10,12,12100
0,1,2,15,12,12100
0,1,0,20,12,12100
0,1,10,3,11,12100
0,1,8,8,11,12100
0,1,6,13,11,12100
0,1,4,18,11,12100
0,1,14,1,10,12100
0,1,12,6,10,12100
0,1,10,11,10,12100
0,1,8,16,10,12100
0,1,6,21,10,12100
0,1,14,9,9,12100
0,1,12,14,9,12100
0,1,10,19,9,12100
0,1,14,17,8,12100
0,1,12,22,8,12100
0,0,10,0,12,12100
0,0,8,5,12,12100
0,0,6,10,12,12100
0,0,4,15,12,12100
0,0,2,20,12,12100
0,0,12,3,11,12100
0,0,10,8,11,12100
0,0,8,13,11,12100
0,0,6,18,11,12100
0,0,14,6,10,12100
0,0,12,11,10,12100
0,0,10,16,10,12100
0,0,8,21,10,12100
0,0,14,14,9,12100
0,0,12,19,9,12100
0,0,14,22,8,12100
3,11,1,4,3,12150
3,11,5,2,2,12150
3,11,3,7,2,12150
3,11,1,12,2,12150
3,11,9,0,1,12150
3,11,7,5,1,12150
3,11,5,10,1,12150
3,11,3,15,1,12150
3,11,1,20,1,12150
3,11,11,3,0,12150
3,11,9,8,0,12150
3,11,7,13,0,12150
3,11,5,18,0,12150
3,10,1,1,4,12150
3,10,3,4,3,12150
3,10,1,9,3,12150
3,10,7,2,2,12150
3,10,5,7,2,12150
3,10,3,12,2,12150
3,10,1,17,2,12150
3,10,11,0,1,12150
3,10,9,5,1,12150
3,10,7,10,1,12150
3,10,5,15,1,12150
3,10,3,20,1,12150
3,10,13,3,0,12150
3,10,11,8,0,12150
3,10,9,13,0,12150
3,10,7,18,0,12150
3,9,3,1,4,12150
3,9,1,6,4,12150
3,9,5,4,3,12150
3,9,3,9,3,12150
3,9,1,14,3,12150
3,9,9,2,2,12150
3,9,7,7,2,12150
3,9,5,12,2,12150
3,9,3,17,2,12150
3,9,1,22,2,12150
3,9,13,0,1,12150
3,9,11,5,1,12150
3,9,9,10,1,12150
3,9,7,15,1,12150
3,9,5,20,1,12150
3,9,15,3,0,12150
3,9,13,8,0,12150
3,9,11,13,0,12150
3,9,9,18,0,12150
3,8,1,3,5,12150
3,8,5,1,4,12150
3,8,3,6,4,12150
3,8,1,11,4,12150
3,8,7,4,3,12150
3,8,5,9,3,12150
3,8,3,14,3,12150
3,8,1,19,3,12150
3,8,11,2,2,12150
3,8,9,7,2,12150
3,8,7,12,2,12150
3,8,5,17,2,12150
3,8,3,22,2,12150
3,8,15,0,1,12150
3,8,13,5,1,12150
3,8,11,10,1,12150
3,8,9,15,1,12150
3,8,7,20,1,12150
3,8,15,8,0,12150
3,8,13,13,0,12150
3,8,11,18,0,12150
3,7,1,0,6,12150
3,7,3,3,5,12150
3,7,1,8,5,12150
3,7,7,1,4,12150
3,7,5,6,4,12150
3,7,3,11,4,12150
3,7,1,16,4,12150
3,7,9,4,3,12150
3,7,7,9,3,12150
3,7,5,14,3,12150
3,7,3,19,3,12150
3,7,13,2,2,12150
3,7,11,7,2,12150
3,7,9,12,2,12150
3,7,7,17,2,12150
3,7,5,22,2,12150
3,7,15,5,1,12150
3,7,13,10,1,12150
3,7,11,15,1,12150
3,7,9,20,1,12150
3,7,15,13,0,12150
3,7,13,18,0,12150
3,6,3,0,6,12150
3,6,1,5,6,12150
3,6,5,3,5,12150
3,6,3,8,5,12150
3,6,1,13,5,12150
3,6,9,1,4,12150
3,6,7,6,4,12150
3,6,5,11,4,12150
3,6,3,16,4,12150
3,6,1,21,4,12150
3,6,11,4,3,12150
3,6,9,9,3,12150
3,6,7,14,3,12150
3,6,5,19,3,12150
3,6,15,2,2,12150
3,6,13,7,2,12150
3,6,11,12,2,12150
3,6,9,17,2,12150
3,6,7,22,2,12150
3,6,15,10,1,12150
3,6,13,15,1,12150
3,6,11,20,1,12150
3,6,15,18,0,12150
3,5,1,2,7,12150
3,5,5,0,6,12150
3,5,3,5,6,12150
3,5,1,10,6,12150
3,5,7,3,5,12150
3,5,5,8,5,12150
3,5,3,13,5,12150
3,5,1,18,5,12150
3,5,11,1,4,12150
3,5,9,6,4,12150
3,5,7,11,4,12150
3,5,5,16,4,12150
3,5,3,21,4,12150
3,5,13,4,3,12150
3,5,11,9,3,12150
3,5,9,14,3,12150
3,5,7,19,3,12150
3,5,15,7,2,12150
3,5,13,12,2,12150
3,5,11,17,2,12150
3,5,9,22,2,12150
3,5,15,15,1,12150
3,5,13,20,1,12150
3,4,3,2,7,12150
3,4,1,7,7,12150
3,4,7,0,6,12150
3,4,5,5,6,12150
3,4,3,10,6,12150
3,4,1,15,6,12150
3,4,9,3,5,12150
3,4,7,8,5,12150
3,4,5,13,5,12150
3,4,3,18,5,12150
3,4,13,1,4,12150
3,4,11,6,4,12150
3,4,9,11,4,12150
3,4,7,16,4,12150
3,4,5,21,4,12150
3,4,15,4,3,12150
3,4,13,9,3,12150
3,4,11,14,3,12150
3,4,9,19,3,12150
3,4,15,12,2,12150
3,4,13,17,2,12150
3,4,11,22,2,12150
3,4,15,20,1,12150
3,3,1,4,8,12150
3,3,5,2,7,12150
3,3,3,7,7,12150
3,3,1,12,7,12150
3,3,9,0,6,12150
3,3,7,5,6,12150
3,3,5,10,6,12150
3,3,3,15,6,12150
3,3,1,20,6,12150
3,3,11,3,5,12150
3,3,9,8,5,12150
3,3,7,13,5,12150
3,3,5,18,5,12150
3,3,15,1,4,12150
3,3,13,6,4,12150
3,3,11,11,4,12150
3,3,9,16,4,12150
3,3,7,21,4,12150
3,3,15,9,3,12150
3,3,13,14,3,12150
3,3,11,19,3,12150
3,3,15,17,2,12150
3,3,13,22,2,12150
3,2,1,1,9,12150
3,2,3,4,8,12150
3,2,1,9,8,12150
3,2,7,2,7,12150
3,2,5,7,7,12150
3,2,3,12,7,12150
3,2,1,17,7,12150
3,2,11,0,6,12150
3,2,9,5,6,12150
3,2,7,10,6,12150
3,2,5,15,6,12150
3,2,3,20,6,12150
3,2,13,3,5,12150
3,2,11,8,5,12150
3,2,9,13,5,12150
3,2,7,18,5,12150
3,2,15,6,4,12150
3,2,13,11,4,12150
3,2,11,16,4,12150
3,2,9,21,4,12150
3,2,15,14,3,12150
3,2,13,19,3,12150
3,2,15,22,2,12150
3,1,3,1,9,12150
3,1,1,6,9,12150
3,1,5,4,8,12150
3,1,3,9,8,12150
3,1,1,14,8,12150
3,1,9,2,7,12150
3,1,7,7,7,12150
3,1,5,12,7,12150
3,1,3,17,7,12150
3,1,1,22,7,12150
3,1,13,0,6,12150
3,1,11,5,6,12150
3,1,9,10,6,12150
3,1,7,15,6,12150
3,1,5,20,6,12150
3,1,15,3,5,12150
3,1,13,8,5,12150
3,1,11,13,5,12150
3,1,9,18,5,12150
3,1,15,11,4,12150
3,1,13,16,4,12150
3,1,11,21,4,12150
3,1,15,19,3,12150
3,0,1,3,10,12150
3,0,5,1,9,12150
3,0,3,6,9,12150
3,0,1,11,9,12150
3,0,7,4,8,12150
3,0,5,9,8,12150
3,0,3,14,8,12150
3,0,1,19,8,12150
3,0,11,2,7,12150
3,0,9,7,7,12150
3,0,7,12,7,12150
3,0,5,17,7,12150
3,0,3,22,7,12150
3,0,15,0,6,12150
3,0,13,5,6,12150
3,0,11,10,6,12150
3,0,9,15,6,12150
3,0,7,20,6,12150
3,0,15,8,5,12150
3,0,13,13,5,12150
3,0,11,18,5,12150
3,0,15,16,4,12150
3,0,13,21,4,12150
2,11,1,0,5,12150
2,11,3,3,4,12150
2,11,1,8,4,12150
2,11,7,1,3,12150
2,11,5,6,3,12150
2,11,3,11,3,12150
2,11,1,16,3,12150
2,11,9,4,2,12150
2,11,7,9,2,12150
2,11,5,14,2,12150
2,11,3,19,2,12150
2,11,13,2,1,12150
2,11,11,7,1,12150
2,11,9,12,1,12150
2,11,7,17,1,12150
2,11,5,22,1,12150
2,11,15,5,0,12150
2,11,13,10,0,12150
2,11,11,15,0,12150
2,11,9,20,0,12150
2,10,3,0,5,12150
2,10,1,5,5,12150
2,10,5,3,4,12150
2,10,3,8,4,12150
2,10,1,13,4,12150
2,10,9,1,3,12150
2,10,7,6,3,12150
2,10,5,11,3,12150
2,10,3,16,3,12150
2,10,1,21,3,12150
2,10,11,4,2,12150
2,10,9,9,2,12150
2,10,7,14,2,12150
2,10,5,19,2,12150
2,10,15,2,1,12150
2,10,13,7,1,12150
2,10,11,12,1,12150
2,10,9,17,1,12150
2,10,7,22,1,12150
2,10,15,10,0,12150
2,10,13,15,0,12150
2,10,11,20,0,12150
2,9,1,2,6,12150
2,9,5,0,5,12150
2,9,3,5,5,12150
2,9,1,10,5,12150
2,9,7,3,4,12150
2,9,5,8,4,12150
2,9,3,13,4,12150
2,9,1,18,4,12150
2,9,11,1,3,12150
2,9,9,6,3,12150
2,9,7,11,3,12150
2,9,5,16,3,12150
2,9,3,21,3,12150
2,9,13,4,2,12150
2,9,11,9,2,12150
2,9,9,14,2,12150
2,9,7,19,2,12150
2,9,15,7,1,12150
2,9,13,12,1,12150
2,9,11,17,1,12150
2,9,9,22,1,12150
2,9,15,15,0,12150
2,9,13,20,0,12150
2,8,3,2,6,12150
2,8,1,7,6,12150
2,8,7,0,5,12150
2,8,5,5,5,12150
2,8,3,10,5,12150
2,8,1,15,5,12150
2,8,9,3,4,12150
2,8,7,8,4,12150
2,8,5,13,4,12150
2,8,3,18,4,12150
2,8,13,1,3,12150
2,8,11,6,3,12150
2,8,9,11,3,12150
2,8,7,16,3,12150
2,8,5,21,3,12150
2,8,15,4,2,12150
2,8,13,9,2,12150
2,8,11,14,2,12150
2,8,9,19,2,12150
2,8,15,12,1,12150
2,8,13,17,1,12150
2,8,11,22,1,12150
2,8,15,20,0,12150
2,7,1,4,7,12150
2,7,5,2,6,12150
2,7,3,7,6,12150
2,7,1,12,6,12150
2,7,9,0,5,12150
2,7,7,5,5,12150
2,7,5,10,5,12150
2,7,3,15,5,12150
2,7,1,20,5,12150
2,7,11,3,4,12150
2,7,9,8,4,12150
2,7,7,13,4,12150
2,7,5,18,4,12150
2,7,15,1,3,12150
2,7,13,6,3,12150
2,7,11,11,3,12150
2,7,9,16,3,12150
2,7,7,21,3,12150
2,7,15,9,2,12150
2,7,13,14,2,12150
2,7,11,19,2,12150
2,7,15,17,1,12150
2,7,13,22,1,12150
2,6,1,1,8,12150
2,6,3,4,7,12150
2,6,1,9,7,12150
2,6,7,2,6,12150
2,6,5,7,6,12150
2,6,3,12,6,12150
2,6,1,17,6,12150
2,6,11,0,5,12150
2,6,9,5,5,12150
2,6,7,10,5,12150
2,6,5,15,5,12150
2,6,3,20,5,12150
2,6,13,3,4,12150
2,6,11,8,4,12150
2,6,9,13,4,12150
2,6,7,18,4,12150
2,6,15,6,3,12150
2,6,13,11,3,12150
2,6,11,16,3,12150
2,6,9,21,3,12150
2,6,15,14,2,12150
2,6,13,19,2,12150
2,6,15,22,1,12150
2,5,3,1,8,12150
2,5,1,6,8,12150
2,5,5,4,7,12150
